小区名称,均价,区域,板块,地址,物业公司,开发商,楼栋总数,房屋总数,经度_百度坐标,纬度_百度坐标,经度_WGS1984坐标,纬度_WGS1984坐标,metro,year,buildingType,propertyExpense
中国铁建国际花园,14969,汉阳,王家湾,(汉阳王家湾)琴台大道中国铁建国际花园,中铁建（北京）物业管理有限公司武汉分公司,中铁房地产集团武汉有限公司,6,1299,114.19385,30.582562,114.181732512627,30.5792778346046,0,2016,3,2.95
缤纷四季,14971,汉阳,七里庙,(汉阳七里庙)墨水湖北路缤纷四季,武汉美好愿京物业管理有限公司,武汉美好愿景房地产开发有限公司,10,660,114.24481168615,30.558081175251,114.232982188841,30.5542148692681,1,2003,2,1.0
明伦公馆,14974,武昌,白沙洲,(武昌白沙洲)明伦横街与明伦正街交叉处附近,无物业管理服务,无开发商,1,73,114.31476762394,30.527691923921,114.302733431565,30.5244372781259,7,1995,2,0.4
昌锐双怡丽景,14976,黄陂,黄陂其它,(黄陂黄陂其它)武湖立山北路（施公路与立山北路交汇处）,湖北昌锐房地产开发有限公司,湖北昌锐房地产开发有限公司,3,288,114.416735,30.704059,114.404617174896,30.7005919470837,0,2016,1,1.5
祥和雅居,14976,东湖高新,华科大,(东湖高新华科大)创业街文华路98号,暂无信息,暂无信息,5,2863,114.443879,30.504101,114.431804214039,30.5006340692623,0,0,3,-1.0
青青美庐东区,14978,江岸,后湖,(江岸后湖)正义路3号,中航物业管理有限公司武汉分公司,武汉长恒置业有限公司,17,678,114.29681497086,30.637673800705,114.284790045685,30.6343919197067,8,2004,1,0.58
汉水桥社区,14985,硚口,宝丰崇仁,(硚口宝丰崇仁)太平洋和仁寿路之间,无物业管理服务,武汉市市政建设集团有限公司,8,497,114.24444657267,30.585987562787,114.232619391525,30.5821129676112,1,1995,1,-1.0
中银小区,14988,武昌,杨园,(武昌杨园)和平大道中银小区,街道办事处（居委会）代管物业,无开发商,4,132,114.36153521434,30.622513055769,114.349593235626,30.6184951706188,0,2003,2,0.7
博力花园,14989,汉阳,钟家村,"(汉阳钟家村)马沧湖路68附1号, 马沧湖路56-94号",无物业管理服务,武汉房地产开发公司,6,357,114.25559452219,30.555630058905,114.24376578801,30.5518053464265,4,1998,3,-1.0
城南新居,14990,洪山,白沙洲,(洪山白沙洲)白沙洲大道276号附2,卓盛物业公司,武汉市永丰房地产开发有限公司,17,720,114.305857,30.512634,114.293823338542,30.509428648023,0,2004,1,0.5
黄孝北路13号银行宿舍,14991,江汉,CBD西北湖,(江汉CBD西北湖)黄孝北路13号,街道办事处（居委会）代管物业,无开发商,1,32,114.282826,30.606214,114.270880778536,30.6027760867744,3,1998,1,0.5
星桥苑小区,14992,洪山,青山,(洪山青山)友谊大道388号,暂无信息,暂无信息,5,258,114.390224,30.623534,114.378191152712,30.6196962702714,0,2000,3,0.7
徐东馨苑,14996,武昌,徐东,(武昌徐东)才林东路徐东馨苑,暂无信息,暂无信息,9,2392,114.356371,30.599104,114.344450700475,30.5951459358036,8,0,3,1.5
万松街航空社区,14998,江汉,宝丰崇仁,(江汉宝丰崇仁)建设大道468附1,暂无信息,暂无信息,2,56,114.266482,30.592378,114.254625327958,30.5886738470742,2,0,0,-1.0
飞帆小区,14999,硚口,古田,(硚口古田)解放大道31号,业主自筹物业,无开发商,7,352,114.2009222448,30.605730995606,114.188822919458,30.602377970494,1,2001,1,0.35
东方恒星园,15002,江岸,后湖,(江岸后湖)金桥大道18号,武汉新地物业管理有限公司,武汉新地置业发展有限公司,7,371,114.2940894432,30.639298912969,114.282073719583,30.6359929078094,8,2007,1,0.8
夹河路36到38号,15005,汉阳,钟家村,(汉阳钟家村)夹河路36到38号,暂无信息,暂无信息,1,28,114.268848,30.544599,114.256972060611,30.5409456695089,6,0,1,-1.0
名流印象,15012,汉阳,四新,(汉阳四新)江堤中路特1号,美好集团物业有限公司,美好置业集团股份有限公司武汉分公司,4,1008,114.247946,30.532144,114.236098634368,30.5282813252997,0,2016,1,2.3
长乐小区,15017,江汉,CBD西北湖,(江汉CBD西北湖)常青路296号,暂无信息,暂无信息,4,168,114.255643,30.617506,114.24378875775,30.6136529619693,2,1998,1,0.4
东方名园,15018,江汉,唐家墩,(江汉唐家墩)香港路398号,业主自筹物业,武汉地产开发投资集团有限公司,2,157,114.2792,30.620799,114.267257830673,30.6172911060403,6,1999,3,0.6
青宜居一期,15018,青山,青山,(青山青山)和平大道1095号,武汉青安物业公司,武汉市万科房地产有限公司,16,3532,114.42614579133,30.649449244156,114.413996592401,30.646045273167,0,2010,3,0.8
金银湖1号院,15020,东西湖,金银湖,(东西湖金银湖)金银湖环湖三路金银湖1号,武汉港联物业有限公司,武汉二十一世纪置业发展有限公司,16,1122,114.212984,30.676808,114.200970854537,30.6732610241095,0,2013,3,2.0
军威苑小区,15020,洪山,老南湖,(洪山老南湖)南李路18号,武汉源吉鑫物业服务有限公司,武汉军威文化传播集团有限公司,24,3452,114.32022656892,30.499810406813,114.308204571746,30.4965025551457,7,2010,1,1.2
姑嫂树社区,15021,江汉,杨汊湖,(江汉杨汊湖)闸眼港53号,暂无信息,暂无信息,8,316,114.25986,30.641517,114.247988412659,30.6376944554055,6,0,0,-1.0
汉江公寓(汉阳),15024,汉阳,王家湾,(汉阳王家湾)汉阳区龙阳大道23,暂无信息,暂无信息,1,91,114.218615,30.57071,114.206660178808,30.5671168368375,3,0,0,-1.0
桥梁小区,15027,硚口,宗关,(硚口宗关)汉西北路31号,暂无信息,暂无信息,1,15,114.236558,30.593721,114.224700895581,30.589879406898,3,0,0,-1.0
观园小区,15027,江岸,堤角,(江岸堤角)丹水池街田园村150号,无物业管理服务,无开发商,5,235,114.34838746617,30.667691275069,114.336443208075,30.6638137617839,21,2009,3,1.5
航空路建筑村86-87号,15028,江汉,宝丰崇仁,(江汉宝丰崇仁)建筑村86-87号,暂无信息,暂无信息,2,76,114.266928,30.592349,114.255069675461,30.5886517475111,0,2012,0,-1.0
老法院宿舍,15029,洪山,街道口,(洪山街道口)珞狮路181号,暂无信息,暂无信息,1,12,114.357703,30.525578,114.345766167474,30.521625811917,2,0,0,-1.0
添樂花园,15030,江岸,育才花桥,(江岸育才花桥)三眼桥北路244号,街道办事处（居委会）代管物业,暂无信息,1,140,114.286292,30.622454,114.27431457754,30.6190594358608,6,2002,1,0.5
富强万象新城,15040,洪山,白沙洲,(洪山白沙洲)白沙洲大道烽胜路50号,暂无信息,暂无信息,31,1933,114.300827,30.488705,114.288820776909,30.4855032364813,0,2008,3,1.7
海伦春天三期,15041,汉阳,王家湾,(汉阳王家湾)龙阳大道与芳草一路交汇处,中颐物业管理有限公司,武汉市颐海房地产开发有限公司,3,494,114.19162,30.537902,114.179470484431,30.5346351600414,3,2018,1,1.8
怡海大厦,15043,武昌,积玉桥,(武昌积玉桥)粮道街223号,暂无信息,暂无信息,1,120,114.315029,30.553663,114.303016041439,30.5504034880519,7,0,2,0.5
愿景时代,15049,东西湖,常青花园,(东西湖常青花园)常青花园康居一路和姑李路交汇处（学府东路十小区旁）,武汉悠悠达物业管理有限公司,武汉市阳明置业有限公司,2,550,114.259657,30.64711,114.247787796746,30.6432833436493,0,2016,2,3.5
郁馨花园,15049,洪山,白沙洲,(洪山白沙洲)白沙洲大道301号,暂无信息,暂无信息,10,487,114.302782,30.513465,114.290753011171,30.5102574812779,0,2007,3,0.8
湖北省化工研究设计院,15053,东湖高新,民族大道,(东湖高新民族大道)关山一路89号,暂无信息,暂无信息,4,58,114.412208,30.49885,114.400089595522,30.4954071288614,0,0,1,-1.0
凤凰花园三期,15053,东湖高新,金融港,(东湖高新金融港)关凤大道凤凰花园三期,武汉当代物业管理有限责任公司,武汉藏龙房地产开发有限公司,37,1316,114.43119746462,30.443400523207,114.419105717881,30.440067067081,0,2006,1,1.1
人事局小区,15056,江岸,唐家墩,(江岸唐家墩)黄孝河路73,暂无信息,暂无信息,1,14,114.292043,30.624831,114.280039240898,30.6215103867853,0,0,0,-1.0
拦江路,15058,汉阳,钟家村,(汉阳钟家村)拦江路141-149号，217号,无物业管理服务,武汉市市政建设集团有限公司,6,433,114.2786924404,30.550667148726,114.266776950226,30.547181779619,4,0,1,-1.0
三眼桥北路,15061,江汉,台北香港路,(江汉台北香港路)三眼桥北路,无物业管理服务,无开发商,17,911,114.28480449395,30.61786491544,114.272837814484,30.6144506943322,6,1999,3,-1.0
怡景南苑,15064,硚口,古田,(硚口古田)古田南村150号,业主自筹物业,武汉地产集团恒达公司,4,96,114.19251606097,30.593144410802,114.180385457903,30.5898602949771,0,2003,1,1.5
中谷苑,15064,东湖高新,民族大道,(东湖高新民族大道)龙城路6号,业主自筹物业,无开发商,18,980,114.3888801318,30.470969315919,114.376896304218,30.4671696646197,0,2006,3,0.6
国际丽都,15069,东西湖,金银湖,(东西湖金银湖)马池中路与环湖中路交汇处,武汉盛大物业发展有限公司,家美天晟武汉置业发展有限公司,4,1072,114.230213,30.665618,114.218306721433,30.6618086171297,0,2014,3,1.8
营房后街25到29号,15074,硚口,宝丰崇仁,(硚口宝丰崇仁)营房后街25到29号,暂无信息,暂无信息,1,30,114.257079,30.583459,114.245254312798,30.5796399430798,0,0,1,-1.0
成功花园,15079,青山,青山,(青山青山)工业二路8号,暂无信息,暂无信息,6,171,114.402428,30.638207,114.390327928502,30.6345685086133,0,2004,1,1.2
阜华领秀中南,15083,武昌,中南丁字桥,"(武昌中南丁字桥)中南路3号, 中南路3附5号",武汉丽岛物业管理有限公司,湖北建丰房屋开发有限公司,1,319,114.337471,30.541611,114.32550041728,30.5379847772024,2,2006,2,2.5
绿色晴川,15085,汉阳,七里庙,(汉阳七里庙)汉阳大道七里庙459号,湖北新长江物业管理有限公司,湖北中创房地产开发有限公司,9,381,114.24052973956,30.559285633765,114.228690579693,30.5554314471129,4,2004,1,1.0
钢花新村107街坊,15086,青山,青山,(青山青山)钢花新村107街坊,湖北水蓝郡物业管理公司,暂无信息,8,360,114.40648667481,30.629829477293,114.394370411325,30.6262595671565,0,1994,1,0.5
中山路331号,15087,武昌,积玉桥,(武昌积玉桥)中山路331号,暂无信息,暂无信息,1,42,114.319139,30.561387,114.307136442713,30.5580807164708,0,0,1,-1.0
丹枫苑二期,15087,江岸,百步亭,(江岸百步亭)解放大道2657-8到2657-12号,暂无信息,暂无信息,2,214,114.338222,30.655509,114.326238270785,30.6518222228514,1,2006,1,-1.0
和平大道720号,15088,武昌,积玉桥,(武昌积玉桥)和平大道720号,暂无信息,暂无信息,1,48,114.327974,30.58014,114.315994277906,30.5766898314349,7,0,1,-1.0
南洋金谷公园里,15091,青山,青山,(青山青山)建 设四路（和 平公园对面）,武汉海山物业公司,武汉南洋金地置业有限公司,3,494,114.385535,30.639164,114.373520632343,30.635248071647,0,2015,3,1.8
清水源二期,15091,东湖高新,民族大道,(东湖高新民族大道)南湖大道126号,业主自筹物业,武汉诚翔房地产开发有限责任公司,9,348,114.389566,30.481679,114.377568446425,30.4778847419925,0,2005,3,0.65
锦湖金利花园一期,15092,江岸,堤角,(江岸堤角)解放大道2082号,街道办事处（居委会）代管物业,武汉市锦湖置业有限公司,6,520,114.3498,30.671264,114.337862043326,30.6673631096643,1,2010,1,1.5
馨兰花苑二期,15093,江汉,唐家墩,(江汉唐家墩)香港路324号,业主自筹物业,暂无信息,1,44,114.281811,30.617397,114.26985907136,30.6139351649043,6,2000,2,1.0
解放公园路47号,15093,江岸,黄埔永清,(江岸黄埔永清)解放公园路47号,暂无信息,暂无信息,1,49,114.299991,30.612423,114.287972169023,30.6091743654704,0,1998,1,-1.0
现代梅竹园,15097,洪山,青山,(洪山青山)友谊大道1142号,暂无信息,暂无信息,8,293,114.401367,30.623848,114.389276877691,30.6201987558895,0,1998,1,0.8
花前树下,15099,汉阳,七里庙,(汉阳七里庙)汉阳大道532号,武汉天一管家物业服务有限公司,武汉市鸿圣房地产开发有限公司,17,1000,114.243371,30.563513,114.231542017546,30.5596481502163,4,2004,1,0.75
香江花园三期,15099,江汉,唐家墩,(江汉唐家墩)三眼桥路234号,武汉市佳佳佳物业管理有限公司,武汉市住宅统建办公室,5,190,114.282268,30.622636,114.270309481654,30.6191784904508,6,1997,1,0.6
长汽宿舍,15104,硚口,古田,(硚口古田)古田五路17号,街道办事处（居委会）代管物业,无开发商,11,575,114.225414,30.598498,114.213492166595,30.5947843450369,1,2000,1,0.6
青翠苑小区,15107,洪山,青山,"(洪山青山)青翠园路青翠苑, 友谊大道1096",暂无信息,暂无信息,39,2087,114.397118,30.624608,114.385048554867,30.6208856388536,0,1998,1,0.6
世纪家园,15108,江岸,后湖,(江岸后湖)后湖大道150号,深圳市中航物业管理有限公司武汉分公司,武汉中联三星实业有限公司,39,1095,114.29934738261,30.647569173599,114.287317602251,30.6443001191235,21,2002,1,0.4
聚才南苑,15113,江岸,育才花桥,(江岸育才花桥)江大路131号,无物业管理服务,武汉北斗集团有限公司,13,999,114.28838706954,30.623121009367,114.276399763299,30.6197557905041,8,2000,2,-1.0
九万方保润小区,15113,江岸,育才花桥,(江岸育才花桥)江大路九万方,业主自筹物业,暂无信息,5,274,114.296931,30.625616,114.284909463692,30.6223407616851,8,1992,2,-1.0
联投花山郡住宅,15113,东湖高新,光谷东,(东湖高新光谷东)花山生态新城花城大道1号,武汉联投泰格物业管理有限公司,武汉联投生态城房地产有限公司,30,1398,114.497567,30.571209,114.485816450496,30.5673532751292,0,2014,1,1.79
崇仁小路199号,15114,硚口,集贤,(硚口集贤)崇仁小路199号,暂无信息,暂无信息,1,15,114.269013,30.577008,114.257154351185,30.5733514804663,1,0,1,-1.0
综合楼小区,15115,硚口,宗关,"(硚口宗关)汉西一村34号, 汉西一村35-38号",无物业管理服务,武汉市市政建设集团有限公司,4,159,114.236313,30.596621,114.224452155608,30.5927796133399,3,0,1,-1.0
光谷青年汇,15118,东湖高新,金融港,(东湖高新金融港)光谷青年汇光谷青年汇,暂无信息,武汉博源嘉泰实业有限公司,3,833,114.429237,30.444231,114.417141341508,30.4409029025021,0,0,3,-1.0
空中花园,15119,江岸,大智路,(江岸大智路)交易街31号,暂无信息,暂无信息,1,39,114.300309,30.593648,114.288309052203,30.5904129804116,1,0,1,-1.0
赏新园,15120,汉阳,王家湾,(汉阳王家湾)龙阳三路赏新园,暂无信息,暂无信息,7,231,114.214248,30.565826,114.20226007544,30.5623056738639,3,1997,2,0.5
润和花园,15120,硚口,宗关,(硚口宗关)古田四路新墩汉西二路79号,武汉城润房地产开发有限公司,武汉城润房地产开发有限公司,22,876,114.22973594726,30.606487543668,114.217831831069,30.6027090964461,0,2005,3,0.6
省少儿出版社宿舍,15121,武昌,东湖东亭,(武昌东湖东亭)东湖路183号,无物业管理服务,无开发商,2,84,114.37646985962,30.578088259145,114.364537225644,30.5741072430393,8,2000,1,-1.0
安友花园,15126,江汉,台北香港路,(江汉台北香港路)三眼桥北路21号,业主自筹物业,无开发商,3,170,114.284035,30.617361,114.27207241682,30.6139350958773,6,2000,1,0.8
福星公寓,15132,江汉,CBD西北湖,(江汉CBD西北湖)邬家墩60号,暂无信息,暂无信息,1,32,114.266867,30.620714,114.254980376906,30.6169975900066,2,0,0,-1.0
温馨苑CD区,15133,江岸,百步亭,(江岸百步亭)岔马战路18号,武汉百步亭花园物业管理有限公司,武汉安居工程发展有限公司,26,1521,114.324364851,30.64900256683,114.312335972379,30.6455777314469,21,2001,3,0.8
关西小区,15133,东湖高新,关西长职,(东湖高新关西长职)雄楚大道808号,武汉市居安物业管理有限公司,武汉市城乡建设开发公司,75,3762,114.393568,30.504427,114.381527553659,30.5006865861927,2,1996,3,0.5
东湖景园B区,15136,洪山,东湖东亭,"(洪山东湖东亭)欢乐大道杨家西湾, 欢乐大道杨家西湾东湖景园B区",武汉三鑫物业管理有限公司,武汉新八建筑集团房地产开发有限公司,11,2328,114.38176268425,30.591082674936,114.369802458808,30.5871464231217,4,2010,2,1.6
市政宿舍(武昌),15137,武昌,中南丁字桥,(武昌中南丁字桥)武珞路五巷2到6号,街道办事处（居委会）代管物业,暂无信息,2,46,114.330907,30.544049,114.318918125218,30.5405515082737,2,1998,1,0.7
浩汉公园仕家,15137,江夏,江夏其它,(江夏江夏其它)北华街3号,暂无信息,暂无信息,2,378,114.331156,30.363283,114.319188281069,30.359826574991,0,2013,1,1.5
电信传输局宿舍,15141,硚口,古田,(硚口古田)古田四路23号,暂无信息,暂无信息,5,122,114.219306,30.598688,114.207342293448,30.5950699865743,1,0,1,-1.0
